lat,lng,continent,n,name,docId,docText,location
47.7510741,-120.7401385,North America,1,Jamal Kalifa,fbi8,"Report Date 15 April, 2003. FBI from INS: Two men were arrested on 14 April, 2003 at Bush Intercontinental Airport in Houston, Texas. They are identified as Jamal Kalifa and Abul Hassan Salman. They both attempted to purchase airline tickets using Dutch passports that are believed to have been forged in Paris, France. The tickets they attempted to purchase were on Continental Airlines flight #458 from Bush Intercontinental in Houston to Reagan National Airport in Washington, DC.",Washington
46.227638,2.213749,Europe,1,Abul Hassan Salman,fbi8,"Report Date 15 April, 2003. FBI from INS: Two men were arrested on 14 April, 2003 at Bush Intercontinental Airport in Houston, Texas. They are identified as Jamal Kalifa and Abul Hassan Salman. They both attempted to purchase airline tickets using Dutch passports that are believed to have been forged in Paris, France. The tickets they attempted to purchase were on Continental Airlines flight #458 from Bush Intercontinental in Houston to Reagan National Airport in Washington, DC.",France
36.5200164,-82.7424316,North America,1,Clark Adams,fbi6,"Report Date 15 April, 2003. FBI Special report: Dr. Clark Adams, a Middle Eastern expert whose office is at the Pentagon, was last seen on 13 April, 2003 after he left his home at 1830hrs for the Home Depot store on Lee Highway in Merrifield, VA. Dr. Adams's family could give no explanation for his disappearance. The FBI is treating his disappearance as a possible case of abduction.",Lee Highway
38.8742785,-77.2269262,North America,1,Clark Adams,fbi6,"Report Date 15 April, 2003. FBI Special report: Dr. Clark Adams, a Middle Eastern expert whose office is at the Pentagon, was last seen on 13 April, 2003 after he left his home at 1830hrs for the Home Depot store on Lee Highway in Merrifield, VA. Dr. Adams's family could give no explanation for his disappearance. The FBI is treating his disappearance as a possible case of abduction.",Merrifield
31.7775619,-106.355898,North America,1,Ahmed Yassin,fbi5,"Report Date 13 April, 2003. FBI from Border Patrol in El Paso, Texas: Border patrol agents in Hudspeth County, Texas reported that on the night of 10 April, 2003, they apprehended two men, whom they first believed to be Mexicans, crossing the Rio Grande river near McNary, Texas. As they were being interrogated at the McNary police station, it was discovered that each man carried $20,000 in cash. The two men, when interrogated, spoke no Spanish but had Texas drivers' licenses made out in the names Vincent Cortez and Arnaldo Gueterrez. The address given on both licenses was: 1212 McRae Blvd, El Paso, Texas. They also had one-way tickets on an American Airlines flight from El Paso to Houston. Texas, scheduled to leave El Paso on 16 April, 2003. An investigation made of the residence at 1212 McRae Blvd. in El Paso revealed that it was occupied by two men named Ben Hassine and Ahmed Yassin, both of whom claim to be students at the University of Texas at El Paso.",McRae Blvd
34.09611110000001,-118.1058333,North America,1,Karm Bensaid,fbi3,"Report Date: 8 April, 2003. FBI: On 7 April, 2003 at 0600 hrs. Police began tailing a panel truck rented from Ryder Truck Rental in Culver City, California. According to Ryder, this truck was rented on 1 April, 2C03 by a man who gave the name Karm Bensaid. Bensaid showed a California drivers' license and gave his home address as 452 Hubbard St. in Culver City. Bensaid told the Rvder sales aren't that he would need a small truck for two days to move some item: of furniture from Culver City to San Gabriel, California. When the buck was still not returned on 6 April, the Ryder agent notified Los Angeles police who, in turn, notified the FBI. On 6 April, 2003 an alert LA police officer noticed the truck parked in front of an apartment complex on Greenlawn Ave. in Culver City. On 7 April, two men were observed to enter this rental truck. They drove south on US 405 and exited right at Imperial Highway. They then turned left on Sheldon St. and stopped at the City Park in El Segundo, California. At this point the two men were apprehended by police and FBI agents. In the truck were found two pairs of binoculars, maps of the Los Angeles area, and flight schedules to and from LAX.",San Gabriel
39.9396827,-83.01336189999999,North America,1,Karm Bensaid,fbi3,"Report Date: 8 April, 2003. FBI: On 7 April, 2003 at 0600 hrs. Police began tailing a panel truck rented from Ryder Truck Rental in Culver City, California. According to Ryder, this truck was rented on 1 April, 2C03 by a man who gave the name Karm Bensaid. Bensaid showed a California drivers' license and gave his home address as 452 Hubbard St. in Culver City. Bensaid told the Rvder sales aren't that he would need a small truck for two days to move some item: of furniture from Culver City to San Gabriel, California. When the buck was still not returned on 6 April, the Ryder agent notified Los Angeles police who, in turn, notified the FBI. On 6 April, 2003 an alert LA police officer noticed the truck parked in front of an apartment complex on Greenlawn Ave. in Culver City. On 7 April, two men were observed to enter this rental truck. They drove south on US 405 and exited right at Imperial Highway. They then turned left on Sheldon St. and stopped at the City Park in El Segundo, California. At this point the two men were apprehended by police and FBI agents. In the truck were found two pairs of binoculars, maps of the Los Angeles area, and flight schedules to and from LAX.",Greenlawn Ave.
33.9170157,-118.1136407,North America,1,Karm Bensaid,fbi3,"Report Date: 8 April, 2003. FBI: On 7 April, 2003 at 0600 hrs. Police began tailing a panel truck rented from Ryder Truck Rental in Culver City, California. According to Ryder, this truck was rented on 1 April, 2C03 by a man who gave the name Karm Bensaid. Bensaid showed a California drivers' license and gave his home address as 452 Hubbard St. in Culver City. Bensaid told the Rvder sales aren't that he would need a small truck for two days to move some item: of furniture from Culver City to San Gabriel, California. When the buck was still not returned on 6 April, the Ryder agent notified Los Angeles police who, in turn, notified the FBI. On 6 April, 2003 an alert LA police officer noticed the truck parked in front of an apartment complex on Greenlawn Ave. in Culver City. On 7 April, two men were observed to enter this rental truck. They drove south on US 405 and exited right at Imperial Highway. They then turned left on Sheldon St. and stopped at the City Park in El Segundo, California. At this point the two men were apprehended by police and FBI agents. In the truck were found two pairs of binoculars, maps of the Los Angeles area, and flight schedules to and from LAX.",Imperial Highway
29.9932582,-90.0981821,North America,1,Karm Bensaid,fbi3,"Report Date: 8 April, 2003. FBI: On 7 April, 2003 at 0600 hrs. Police began tailing a panel truck rented from Ryder Truck Rental in Culver City, California. According to Ryder, this truck was rented on 1 April, 2C03 by a man who gave the name Karm Bensaid. Bensaid showed a California drivers' license and gave his home address as 452 Hubbard St. in Culver City. Bensaid told the Rvder sales aren't that he would need a small truck for two days to move some item: of furniture from Culver City to San Gabriel, California. When the buck was still not returned on 6 April, the Ryder agent notified Los Angeles police who, in turn, notified the FBI. On 6 April, 2003 an alert LA police officer noticed the truck parked in front of an apartment complex on Greenlawn Ave. in Culver City. On 7 April, two men were observed to enter this rental truck. They drove south on US 405 and exited right at Imperial Highway. They then turned left on Sheldon St. and stopped at the City Park in El Segundo, California. At this point the two men were apprehended by police and FBI agents. In the truck were found two pairs of binoculars, maps of the Los Angeles area, and flight schedules to and from LAX.",City Park
33.9191799,-118.4164652,North America,1,Karm Bensaid,fbi3,"Report Date: 8 April, 2003. FBI: On 7 April, 2003 at 0600 hrs. Police began tailing a panel truck rented from Ryder Truck Rental in Culver City, California. According to Ryder, this truck was rented on 1 April, 2C03 by a man who gave the name Karm Bensaid. Bensaid showed a California drivers' license and gave his home address as 452 Hubbard St. in Culver City. Bensaid told the Rvder sales aren't that he would need a small truck for two days to move some item: of furniture from Culver City to San Gabriel, California. When the buck was still not returned on 6 April, the Ryder agent notified Los Angeles police who, in turn, notified the FBI. On 6 April, 2003 an alert LA police officer noticed the truck parked in front of an apartment complex on Greenlawn Ave. in Culver City. On 7 April, two men were observed to enter this rental truck. They drove south on US 405 and exited right at Imperial Highway. They then turned left on Sheldon St. and stopped at the City Park in El Segundo, California. At this point the two men were apprehended by police and FBI agents. In the truck were found two pairs of binoculars, maps of the Los Angeles area, and flight schedules to and from LAX.",El Segundo
33.9415889,-118.40853,North America,1,Karm Bensaid,fbi3,"Report Date: 8 April, 2003. FBI: On 7 April, 2003 at 0600 hrs. Police began tailing a panel truck rented from Ryder Truck Rental in Culver City, California. According to Ryder, this truck was rented on 1 April, 2C03 by a man who gave the name Karm Bensaid. Bensaid showed a California drivers' license and gave his home address as 452 Hubbard St. in Culver City. Bensaid told the Rvder sales aren't that he would need a small truck for two days to move some item: of furniture from Culver City to San Gabriel, California. When the buck was still not returned on 6 April, the Ryder agent notified Los Angeles police who, in turn, notified the FBI. On 6 April, 2003 an alert LA police officer noticed the truck parked in front of an apartment complex on Greenlawn Ave. in Culver City. On 7 April, two men were observed to enter this rental truck. They drove south on US 405 and exited right at Imperial Highway. They then turned left on Sheldon St. and stopped at the City Park in El Segundo, California. At this point the two men were apprehended by police and FBI agents. In the truck were found two pairs of binoculars, maps of the Los Angeles area, and flight schedules to and from LAX.",LAX
34.5452538,-112.4677048,North America,1,Karm Bensaid,fbi3,"Report Date: 8 April, 2003. FBI: On 7 April, 2003 at 0600 hrs. Police began tailing a panel truck rented from Ryder Truck Rental in Culver City, California. According to Ryder, this truck was rented on 1 April, 2C03 by a man who gave the name Karm Bensaid. Bensaid showed a California drivers' license and gave his home address as 452 Hubbard St. in Culver City. Bensaid told the Rvder sales aren't that he would need a small truck for two days to move some item: of furniture from Culver City to San Gabriel, California. When the buck was still not returned on 6 April, the Ryder agent notified Los Angeles police who, in turn, notified the FBI. On 6 April, 2003 an alert LA police officer noticed the truck parked in front of an apartment complex on Greenlawn Ave. in Culver City. On 7 April, two men were observed to enter this rental truck. They drove south on US 405 and exited right at Imperial Highway. They then turned left on Sheldon St. and stopped at the City Park in El Segundo, California. At this point the two men were apprehended by police and FBI agents. In the truck were found two pairs of binoculars, maps of the Los Angeles area, and flight schedules to and from LAX.",Sheldon St.
41.8775723,-87.6566747,North America,1,Karm Bensaid,fbi3,"Report Date: 8 April, 2003. FBI: On 7 April, 2003 at 0600 hrs. Police began tailing a panel truck rented from Ryder Truck Rental in Culver City, California. According to Ryder, this truck was rented on 1 April, 2C03 by a man who gave the name Karm Bensaid. Bensaid showed a California drivers' license and gave his home address as 452 Hubbard St. in Culver City. Bensaid told the Rvder sales aren't that he would need a small truck for two days to move some item: of furniture from Culver City to San Gabriel, California. When the buck was still not returned on 6 April, the Ryder agent notified Los Angeles police who, in turn, notified the FBI. On 6 April, 2003 an alert LA police officer noticed the truck parked in front of an apartment complex on Greenlawn Ave. in Culver City. On 7 April, two men were observed to enter this rental truck. They drove south on US 405 and exited right at Imperial Highway. They then turned left on Sheldon St. and stopped at the City Park in El Segundo, California. At this point the two men were apprehended by police and FBI agents. In the truck were found two pairs of binoculars, maps of the Los Angeles area, and flight schedules to and from LAX.",Hubbard St.
56.130366,-106.346771,North America,1,Hani al Hallak,fbi25,"Report Date 27 April, 2003. FBI [From police in North Bergen, NJ]: In the early morning hours of April 26, 2003 a passerby reported a fire in a carpet shop that is managed by a Hani al Hallak of North Bergen . The fire seems to have been started the night before when someone tossed a cigarette butt into a waste basket in the basement of the shop. While firemen were extinguishing the blaze, they discovered several cartons labeled: PRIVATE: DO NOT OPEN. These cartons contained C-4 explosive. Attempts to reach Hani ai Hallak have not been successful. An employee at the carpet shop later told police that al Hallak had just gone on a vacation in Canada and that he had left no address.",Canada
42.331427,-83.0457538,North America,1,Carl Louis,fbi23,"Report Date 27 April, 2003. FBI: A man named Carl Louis, whose residence is at 3410 Van Dyke Avenue in Detroit Michigan, was arrested by Detroit police for helping foreigners obtain Michigan drivers' licenses using forged documents. Carl Louis is specifically charged with providing forged documents for a Lebanese national named Abdelhak Kherbane, who was arrested in connection with the attempted bombing on 2 April of the Beth Israel synagogue in Detroit, Michigan.",Detroit
44.3148443,-85.60236429999999,North America,1,Carl Louis,fbi23,"Report Date 27 April, 2003. FBI: A man named Carl Louis, whose residence is at 3410 Van Dyke Avenue in Detroit Michigan, was arrested by Detroit police for helping foreigners obtain Michigan drivers' licenses using forged documents. Carl Louis is specifically charged with providing forged documents for a Lebanese national named Abdelhak Kherbane, who was arrested in connection with the attempted bombing on 2 April of the Beth Israel synagogue in Detroit, Michigan.",Michigan
42.586244,-83.03033649999999,North America,1,Abdelhak Kherbane,fbi23,"Report Date 27 April, 2003. FBI: A man named Carl Louis, whose residence is at 3410 Van Dyke Avenue in Detroit Michigan, was arrested by Detroit police for helping foreigners obtain Michigan drivers' licenses using forged documents. Carl Louis is specifically charged with providing forged documents for a Lebanese national named Abdelhak Kherbane, who was arrested in connection with the attempted bombing on 2 April of the Beth Israel synagogue in Detroit, Michigan.",Van Dyke Avenue
56.130366,-106.346771,North America,1,Mark Davis,fbi22,"Report Date 27 April, 2003. FBI: A photo of the man using the name Mark Davis was examined by a representative of the Canadian police in NYC. The Canadian police investigator identified the man in the photo to be Hamid Alwan, a Saudi who overstayed a travel visa and is wanted by the police in Canada. It is now known that Alwan received explosives training in the Sudan and in Afghanistan.",Canada
33.2370268,-97.1778109,North America,1,Abdulla Ramzi,fbi20,"Report Date 26 April, 2003. FBI: A check of rented storage facilities in the Richmond and Charlottesville areas reveals that a man giving his name as Abdulla Ramzi rented storage unit # 174 on 10 April, 2003 at the Budget Storage Units in Keswick, VA. Ramzi gave his address as 2932 University Drive, Charlottesville, VA. Ramzi paid in cash for a month's rental.",University Drive
37.4315734,-78.6568942,North America,1,Abdul Ramazi,fbi2,"Report Date: 5 April, 2003. FBI: Passport control at Dulles Airport in Washington DC records that Abdul Ramazi, holder of US passport # 177183634 [issued by Passport Agency, Wash. DC on 12 Feb. 19971 has made three trips to Amsterdam, two trips to Hamburg, Germany, and three trips to Cairo, Egypt in the last five months. The address given by Ramazi on his passport is 1176 Floyd Ave., Springfield, VA. Phone number at this address is 703-734-0104.",Virginia
51.165691,10.451526,Europe,1,Abdul Ramazi,fbi2,"Report Date: 5 April, 2003. FBI: Passport control at Dulles Airport in Washington DC records that Abdul Ramazi, holder of US passport # 177183634 [issued by Passport Agency, Wash. DC on 12 Feb. 19971 has made three trips to Amsterdam, two trips to Hamburg, Germany, and three trips to Cairo, Egypt in the last five months. The address given by Ramazi on his passport is 1176 Floyd Ave., Springfield, VA. Phone number at this address is 703-734-0104.",Germany
53.5510846,9.9936819,Europe,1,Abdul Ramazi,fbi2,"Report Date: 5 April, 2003. FBI: Passport control at Dulles Airport in Washington DC records that Abdul Ramazi, holder of US passport # 177183634 [issued by Passport Agency, Wash. DC on 12 Feb. 19971 has made three trips to Amsterdam, two trips to Hamburg, Germany, and three trips to Cairo, Egypt in the last five months. The address given by Ramazi on his passport is 1176 Floyd Ave., Springfield, VA. Phone number at this address is 703-734-0104.",Hamburg
52.3666969,4.8945398,Europe,1,Abdul Ramazi,fbi2,"Report Date: 5 April, 2003. FBI: Passport control at Dulles Airport in Washington DC records that Abdul Ramazi, holder of US passport # 177183634 [issued by Passport Agency, Wash. DC on 12 Feb. 19971 has made three trips to Amsterdam, two trips to Hamburg, Germany, and three trips to Cairo, Egypt in the last five months. The address given by Ramazi on his passport is 1176 Floyd Ave., Springfield, VA. Phone number at this address is 703-734-0104.",Amsterdam
37.2089572,-93.29229889999999,North America,1,Abdul Ramazi,fbi2,"Report Date: 5 April, 2003. FBI: Passport control at Dulles Airport in Washington DC records that Abdul Ramazi, holder of US passport # 177183634 [issued by Passport Agency, Wash. DC on 12 Feb. 19971 has made three trips to Amsterdam, two trips to Hamburg, Germany, and three trips to Cairo, Egypt in the last five months. The address given by Ramazi on his passport is 1176 Floyd Ave., Springfield, VA. Phone number at this address is 703-734-0104.",Springfield
26.820553,30.802498,Africa,1,Abdul Ramazi,fbi2,"Report Date: 5 April, 2003. FBI: Passport control at Dulles Airport in Washington DC records that Abdul Ramazi, holder of US passport # 177183634 [issued by Passport Agency, Wash. DC on 12 Feb. 19971 has made three trips to Amsterdam, two trips to Hamburg, Germany, and three trips to Cairo, Egypt in the last five months. The address given by Ramazi on his passport is 1176 Floyd Ave., Springfield, VA. Phone number at this address is 703-734-0104.",Egypt
38.9531162,-77.45653879999999,North America,1,Abdul Ramazi,fbi2,"Report Date: 5 April, 2003. FBI: Passport control at Dulles Airport in Washington DC records that Abdul Ramazi, holder of US passport # 177183634 [issued by Passport Agency, Wash. DC on 12 Feb. 19971 has made three trips to Amsterdam, two trips to Hamburg, Germany, and three trips to Cairo, Egypt in the last five months. The address given by Ramazi on his passport is 1176 Floyd Ave., Springfield, VA. Phone number at this address is 703-734-0104.",Dulles Airport
38.9071923,-77.0368707,North America,1,Abdul Ramazi,fbi2,"Report Date: 5 April, 2003. FBI: Passport control at Dulles Airport in Washington DC records that Abdul Ramazi, holder of US passport # 177183634 [issued by Passport Agency, Wash. DC on 12 Feb. 19971 has made three trips to Amsterdam, two trips to Hamburg, Germany, and three trips to Cairo, Egypt in the last five months. The address given by Ramazi on his passport is 1176 Floyd Ave., Springfield, VA. Phone number at this address is 703-734-0104.",Washington DC
30.0444196,31.2357116,Africa,1,Abdul Ramazi,fbi2,"Report Date: 5 April, 2003. FBI: Passport control at Dulles Airport in Washington DC records that Abdul Ramazi, holder of US passport # 177183634 [issued by Passport Agency, Wash. DC on 12 Feb. 19971 has made three trips to Amsterdam, two trips to Hamburg, Germany, and three trips to Cairo, Egypt in the last five months. The address given by Ramazi on his passport is 1176 Floyd Ave., Springfield, VA. Phone number at this address is 703-734-0104.",Cairo
38.9071923,-77.0368707,North America,1,Abdul Ramazi,fbi2,"Report Date: 5 April, 2003. FBI: Passport control at Dulles Airport in Washington DC records that Abdul Ramazi, holder of US passport # 177183634 [issued by Passport Agency, Wash. DC on 12 Feb. 19971 has made three trips to Amsterdam, two trips to Hamburg, Germany, and three trips to Cairo, Egypt in the last five months. The address given by Ramazi on his passport is 1176 Floyd Ave., Springfield, VA. Phone number at this address is 703-734-0104.",Wash. DC
37.5529837,-77.4726779,North America,1,Abdul Ramazi,fbi2,"Report Date: 5 April, 2003. FBI: Passport control at Dulles Airport in Washington DC records that Abdul Ramazi, holder of US passport # 177183634 [issued by Passport Agency, Wash. DC on 12 Feb. 19971 has made three trips to Amsterdam, two trips to Hamburg, Germany, and three trips to Cairo, Egypt in the last five months. The address given by Ramazi on his passport is 1176 Floyd Ave., Springfield, VA. Phone number at this address is 703-734-0104.",Floyd Ave.
38.0293059,-78.47667810000002,North America,1,Mukhtar Galab,fbi19,"Report Date 25 April, 2003. FBI: A report from AMTRAK reveals a reservation, paid in cash in Charlottesville, and made by Faysal Goba on 23 April, 2003. Reservation is for three one-way first class tickets and one sleeping compartment from Charlottesville, VA to Atlanta, GA on 29 April, 2003. Reservation is on AMTRAK Train # 19, which runs between Penn Station NYC and New Orleans, LA. Reservations are in the names: Faysal Goba, Mukhtar Galab and Yasein Mosed.",Charlottesville
32.1656221,-82.9000751,North America,1,Yasein Mosed,fbi19,"Report Date 25 April, 2003. FBI: A report from AMTRAK reveals a reservation, paid in cash in Charlottesville, and made by Faysal Goba on 23 April, 2003. Reservation is for three one-way first class tickets and one sleeping compartment from Charlottesville, VA to Atlanta, GA on 29 April, 2003. Reservation is on AMTRAK Train # 19, which runs between Penn Station NYC and New Orleans, LA. Reservations are in the names: Faysal Goba, Mukhtar Galab and Yasein Mosed.",Georgia
34.0522342,-118.2436849,North America,1,Yasein Mosed,fbi19,"Report Date 25 April, 2003. FBI: A report from AMTRAK reveals a reservation, paid in cash in Charlottesville, and made by Faysal Goba on 23 April, 2003. Reservation is for three one-way first class tickets and one sleeping compartment from Charlottesville, VA to Atlanta, GA on 29 April, 2003. Reservation is on AMTRAK Train # 19, which runs between Penn Station NYC and New Orleans, LA. Reservations are in the names: Faysal Goba, Mukhtar Galab and Yasein Mosed.",Los Angeles
33.7489954,-84.3879824,North America,1,Yasein Mosed,fbi19,"Report Date 25 April, 2003. FBI: A report from AMTRAK reveals a reservation, paid in cash in Charlottesville, and made by Faysal Goba on 23 April, 2003. Reservation is for three one-way first class tickets and one sleeping compartment from Charlottesville, VA to Atlanta, GA on 29 April, 2003. Reservation is on AMTRAK Train # 19, which runs between Penn Station NYC and New Orleans, LA. Reservations are in the names: Faysal Goba, Mukhtar Galab and Yasein Mosed.",Atlanta
29.95106579999999,-90.0715323,North America,1,Yasein Mosed,fbi19,"Report Date 25 April, 2003. FBI: A report from AMTRAK reveals a reservation, paid in cash in Charlottesville, and made by Faysal Goba on 23 April, 2003. Reservation is for three one-way first class tickets and one sleeping compartment from Charlottesville, VA to Atlanta, GA on 29 April, 2003. Reservation is on AMTRAK Train # 19, which runs between Penn Station NYC and New Orleans, LA. Reservations are in the names: Faysal Goba, Mukhtar Galab and Yasein Mosed.",New Orleans
39.0354074,-94.51883640000001,North America,1,Masood Yaser,fbi18,"Report dated 25 April, 2003. FBI: A U-Haul truck was found abandoned on Colfax Avenue in Denver, Colorado nor far from the Camp George West Military Reservation. The truck had two blown front tires. Examination of the truck's contents revealed 16 land mines. The U-haul rental Agency in Denver was contacted and they reported that this truck had been rented in Denver on 20 April, 2003 by a man who used, as identification, a Colorado driver's license in the name Masood Yaser. The address on this license is: 1660 Coal Mine Road, Apartment 206. The owner of this apartment complex stated on 22 April, 2003 that Masood Yaser had rented Apartment # 206, but had left one week ago and did not leave a forwarding address.",Coal Mine Road
39.7371526,-105.1710023,North America,1,Masood Yaser,fbi18,"Report dated 25 April, 2003. FBI: A U-Haul truck was found abandoned on Colfax Avenue in Denver, Colorado nor far from the Camp George West Military Reservation. The truck had two blown front tires. Examination of the truck's contents revealed 16 land mines. The U-haul rental Agency in Denver was contacted and they reported that this truck had been rented in Denver on 20 April, 2003 by a man who used, as identification, a Colorado driver's license in the name Masood Yaser. The address on this license is: 1660 Coal Mine Road, Apartment 206. The owner of this apartment complex stated on 22 April, 2003 that Masood Yaser had rented Apartment # 206, but had left one week ago and did not leave a forwarding address.",Camp George West Military Reservation
39.7397636,-104.6922273,North America,1,Masood Yaser,fbi18,"Report dated 25 April, 2003. FBI: A U-Haul truck was found abandoned on Colfax Avenue in Denver, Colorado nor far from the Camp George West Military Reservation. The truck had two blown front tires. Examination of the truck's contents revealed 16 land mines. The U-haul rental Agency in Denver was contacted and they reported that this truck had been rented in Denver on 20 April, 2003 by a man who used, as identification, a Colorado driver's license in the name Masood Yaser. The address on this license is: 1660 Coal Mine Road, Apartment 206. The owner of this apartment complex stated on 22 April, 2003 that Masood Yaser had rented Apartment # 206, but had left one week ago and did not leave a forwarding address.",Colfax Avenue
40.0583238,-74.4056612,North America,1,Abdul Ramazi,fbi16,"Report Date 22 April, 2003. FBI: Hani al Hallak, of North Bergen NJ, has deposited checks in his bank account that were drawn on First Union Bank account number 1070173749003 in Springfield VA in the name Abdul Ramazi. The latest check is dated 16 April, 2003 and was in the amount of $8500.",New Jersey
40.8042674,-74.012084,North America,1,Abdul Ramazi,fbi16,"Report Date 22 April, 2003. FBI: Hani al Hallak, of North Bergen NJ, has deposited checks in his bank account that were drawn on First Union Bank account number 1070173749003 in Springfield VA in the name Abdul Ramazi. The latest check is dated 16 April, 2003 and was in the amount of $8500.",North Bergen
38.7892801,-77.18720359999999,North America,1,Abdul Ramazi,fbi16,"Report Date 22 April, 2003. FBI: Hani al Hallak, of North Bergen NJ, has deposited checks in his bank account that were drawn on First Union Bank account number 1070173749003 in Springfield VA in the name Abdul Ramazi. The latest check is dated 16 April, 2003 and was in the amount of $8500.",Springfield VA
